trial_id,user_id,snapshot_date,trial_started_at,country,device_type,sessions_day1,sessions_day2,sessions_day3,listen_sessions_3d,total_minutes_3d,converted,sessions_3d,active_days_3d,day1_share,listen_share,avg_session_minutes
231,27485,2026-09-24,2026-08-06,US,Web,3,1,5,3,73,0,9,3,0.3333333333333333,0.3333333333333333,8.11111111111111
232,27487,2026-09-24,2026-08-06,India,Android,5,1,3,1,128,1,9,3,0.5555555555555556,0.1111111111111111,14.222222222222221
233,27488,2026-09-24,2026-08-06,US,iOS,2,1,2,3,34,1,5,3,0.4,0.6,6.8
234,27490,2026-09-24,2026-08-06,EU,Android,4,8,6,3,217,1,18,3,0.2222222222222222,0.16666666666666666,12.055555555555555
235,27492,2026-09-24,2026-08-06,US,Android,0,0,3,0,43,1,3,1,0.0,0.0,14.333333333333334
236,27493,2026-09-24,2026-08-06,Rest,Web,2,1,5,4,79,0,8,3,0.25,0.5,9.875
237,27494,2026-09-24,2026-08-06,US,iOS,20,1,1,11,236,1,22,3,0.9090909090909091,0.5,10.727272727272727
238,27501,2026-09-24,2026-08-06,Rest,Android,5,6,4,2,107,1,15,3,0.3333333333333333,0.13333333333333333,7.133333333333334
239,27503,2026-09-24,2026-08-06,India,Android,5,3,5,2,127,1,13,3,0.38461538461538464,0.15384615384615385,9.76923076923077
240,27506,2026-09-24,2026-08-06,Rest,Android,12,0,2,10,140,1,14,2,0.8571428571428571,0.7142857142857143,10.0
241,27507,2026-09-24,2026-08-06,EU,Android,12,7,6,8,215,1,25,3,0.48,0.32,8.6
242,27508,2026-09-24,2026-08-06,US,iOS,2,3,5,3,128,1,10,3,0.2,0.3,12.8
243,27509,2026-09-24,2026-08-06,US,Web,3,2,2,0,73,0,7,3,0.42857142857142855,0.0,10.428571428571429
244,27512,2026-09-24,2026-08-06,EU,Web,0,0,2,0,31,0,2,1,0.0,0.0,15.5
245,27516,2026-09-24,2026-08-06,US,Android,5,0,1,2,67,0,6,2,0.8333333333333334,0.3333333333333333,11.166666666666666
246,27520,2026-09-24,2026-08-06,EU,Android,0,3,2,2,49,0,5,2,0.0,0.4,9.8
247,27521,2026-09-24,2026-08-06,India,Web,0,1,0,0,28,0,1,1,0.0,0.0,28.0
248,27522,2026-09-24,2026-08-06,EU,Web,12,0,2,8,160,0,14,2,0.8571428571428571,0.5714285714285714,11.428571428571429
249,27523,2026-09-24,2026-08-06,US,iOS,2,2,1,3,38,1,5,3,0.4,0.6,7.6
250,27524,2026-09-24,2026-08-06,India,iOS,2,4,5,9,103,1,11,3,0.18181818181818182,0.8181818181818182,9.363636363636363
251,27525,2026-09-24,2026-08-06,EU,Android,3,1,1,2,53,0,5,3,0.6,0.4,10.6
252,27526,2026-09-24,2026-08-06,India,Android,3,0,1,1,14,0,4,2,0.75,0.25,3.5
253,27532,2026-09-24,2026-08-07,Rest,iOS,4,2,3,3,109,1,9,3,0.4444444444444444,0.3333333333333333,12.11111111111111
254,27533,2026-09-24,2026-08-07,US,iOS,10,0,0,2,113,0,10,1,1.0,0.2,11.3
255,27535,2026-09-24,2026-08-07,US,Web,2,6,4,4,83,1,12,3,0.16666666666666666,0.3333333333333333,6.916666666666667
256,27536,2026-09-24,2026-08-07,US,iOS,1,1,0,0,18,1,2,2,0.5,0.0,9.0
257,27538,2026-09-24,2026-08-07,US,Android,9,0,0,0,126,1,9,1,1.0,0.0,14.0
258,27540,2026-09-24,2026-08-07,US,Web,0,0,2,1,8,1,2,1,0.0,0.5,4.0
259,27542,2026-09-24,2026-08-07,US,Web,5,6,8,3,308,1,19,3,0.2631578947368421,0.15789473684210525,16.210526315789473
260,27545,2026-09-24,2026-08-07,US,Android,3,0,0,2,25,0,3,1,1.0,0.6666666666666666,8.333333333333334
261,27546,2026-09-24,2026-08-07,Rest,Android,1,1,1,0,33,1,3,3,0.3333333333333333,0.0,11.0
262,27548,2026-09-24,2026-08-07,US,Web,2,5,7,4,156,1,14,3,0.14285714285714285,0.2857142857142857,11.142857142857142
263,27550,2026-09-24,2026-08-07,India,Web,2,2,3,3,34,1,7,3,0.2857142857142857,0.42857142857142855,4.857142857142857
264,27553,2026-09-24,2026-08-07,US,Android,7,1,0,4,94,0,8,2,0.875,0.5,11.75
265,27555,2026-09-24,2026-08-07,US,Android,3,2,1,0,73,1,6,3,0.5,0.0,12.166666666666666
266,27556,2026-09-24,2026-08-07,India,Web,1,5,1,1,66,0,7,3,0.14285714285714285,0.14285714285714285,9.428571428571429
267,27558,2026-09-24,2026-08-07,India,iOS,8,1,0,5,141,0,9,2,0.8888888888888888,0.5555555555555556,15.666666666666666
268,27560,2026-09-24,2026-08-07,EU,Android,3,2,1,3,38,1,6,3,0.5,0.5,6.333333333333333
269,27561,2026-09-24,2026-08-07,US,Web,3,9,9,2,187,1,21,3,0.14285714285714285,0.09523809523809523,8.904761904761905
270,27564,2026-09-24,2026-08-07,Rest,Android,8,7,4,6,183,0,19,3,0.42105263157894735,0.3157894736842105,9.631578947368421
271,27565,2026-09-24,2026-08-07,EU,iOS,0,1,4,3,21,0,5,2,0.0,0.6,4.2
272,27566,2026-09-24,2026-08-07,India,Android,1,0,3,2,51,0,4,2,0.25,0.5,12.75
273,27567,2026-09-24,2026-08-07,US,Android,4,2,0,5,60,0,6,2,0.6666666666666666,0.8333333333333334,10.0
274,27571,2026-09-24,2026-08-07,US,iOS,1,2,3,3,62,0,6,3,0.16666666666666666,0.5,10.333333333333334
275,27576,2026-09-24,2026-08-07,Rest,iOS,1,0,1,1,32,0,2,2,0.5,0.5,16.0
276,27581,2026-09-24,2026-08-07,US,iOS,8,1,0,2,45,0,9,2,0.8888888888888888,0.2222222222222222,5.0
277,27582,2026-09-24,2026-08-07,US,Android,7,1,0,3,70,1,8,2,0.875,0.375,8.75
278,27583,2026-09-24,2026-08-07,US,Web,3,1,1,1,55,0,5,3,0.6,0.2,11.0
279,27584,2026-09-24,2026-08-07,India,Android,5,3,0,2,137,0,8,2,0.625,0.25,17.125
280,27585,2026-09-24,2026-08-07,India,iOS,0,0,2,0,36,0,2,1,0.0,0.0,18.0
281,27589,2026-09-24,2026-08-07,EU,Android,12,1,0,9,219,0,13,2,0.9230769230769231,0.6923076923076923,16.846153846153847
282,27591,2026-09-24,2026-08-07,US,Web,7,4,3,9,117,1,14,3,0.5,0.6428571428571429,8.357142857142858
283,27593,2026-09-24,2026-08-07,EU,Android,2,1,0,1,14,0,3,2,0.6666666666666666,0.3333333333333333,4.666666666666667
284,27594,2026-09-24,2026-08-07,EU,Android,5,6,6,7,192,1,17,3,0.29411764705882354,0.4117647058823529,11.294117647058824
285,27597,2026-09-24,2026-08-07,US,iOS,2,0,4,0,44,1,6,2,0.3333333333333333,0.0,7.333333333333333
286,27599,2026-09-24,2026-08-07,India,iOS,12,4,10,13,339,1,26,3,0.46153846153846156,0.5,13.038461538461538
287,27600,2026-09-24,2026-08-07,EU,Android,2,4,2,2,55,1,8,3,0.25,0.25,6.875
288,27603,2026-09-24,2026-08-07,US,Web,2,0,1,1,38,0,3,2,0.6666666666666666,0.3333333333333333,12.666666666666666
289,27605,2026-09-24,2026-08-08,US,Android,6,1,1,6,101,0,8,3,0.75,0.75,12.625
290,27609,2026-09-24,2026-08-08,EU,Android,5,5,3,6,139,1,13,3,0.38461538461538464,0.46153846153846156,10.692307692307692
291,27610,2026-09-24,2026-08-08,US,iOS,9,16,10,26,435,1,35,3,0.2571428571428571,0.7428571428571429,12.428571428571429
292,27611,2026-09-24,2026-08-08,EU,Web,3,4,5,5,93,1,12,3,0.25,0.4166666666666667,7.75
293,27615,2026-09-24,2026-08-08,Rest,Web,1,3,5,2,45,1,9,3,0.1111111111111111,0.2222222222222222,5.0
294,27616,2026-09-24,2026-08-08,Rest,iOS,2,0,3,1,27,0,5,2,0.4,0.2,5.4
295,27617,2026-09-24,2026-08-08,Rest,Android,3,0,11,9,181,1,14,2,0.21428571428571427,0.6428571428571429,12.928571428571429
296,27619,2026-09-24,2026-08-08,EU,Android,6,0,0,2,15,0,6,1,1.0,0.3333333333333333,2.5
297,27622,2026-09-24,2026-08-08,US,Android,2,3,2,6,50,1,7,3,0.2857142857142857,0.8571428571428571,7.142857142857143
298,27623,2026-09-24,2026-08-08,US,Android,8,1,2,7,123,0,11,3,0.7272727272727273,0.6363636363636364,11.181818181818182
299,27626,2026-09-24,2026-08-08,India,Web,4,2,2,1,113,1,8,3,0.5,0.125,14.125
300,27627,2026-09-24,2026-08-08,US,Web,2,2,2,2,32,1,6,3,0.3333333333333333,0.3333333333333333,5.333333333333333
301,27628,2026-09-24,2026-08-08,EU,iOS,0,1,1,0,19,0,2,2,0.0,0.0,9.5
302,27632,2026-09-24,2026-08-08,India,Android,2,3,3,0,64,1,8,3,0.25,0.0,8.0
303,27635,2026-09-24,2026-08-08,EU,iOS,3,2,2,4,50,1,7,3,0.42857142857142855,0.5714285714285714,7.142857142857143
304,27637,2026-09-24,2026-08-08,India,Android,1,3,5,2,127,1,9,3,0.1111111111111111,0.2222222222222222,14.11111111111111
305,27638,2026-09-24,2026-08-08,US,Android,2,6,7,11,175,1,15,3,0.13333333333333333,0.7333333333333333,11.666666666666666
306,27639,2026-09-24,2026-08-08,US,iOS,1,1,1,0,19,0,3,3,0.3333333333333333,0.0,6.333333333333333
307,27640,2026-09-24,2026-08-08,India,Web,6,1,3,6,104,1,10,3,0.6,0.6,10.4
308,27641,2026-09-24,2026-08-08,US,iOS,5,1,0,3,44,0,6,2,0.8333333333333334,0.5,7.333333333333333
309,27643,2026-09-24,2026-08-08,Rest,iOS,9,7,9,7,251,1,25,3,0.36,0.28,10.04
310,27645,2026-09-24,2026-08-08,India,Android,10,0,1,1,94,0,11,2,0.9090909090909091,0.09090909090909091,8.545454545454545
311,27646,2026-09-24,2026-08-08,US,Web,3,6,1,4,92,1,10,3,0.3,0.4,9.2
312,27647,2026-09-24,2026-08-08,US,Web,12,2,3,10,264,0,17,3,0.7058823529411765,0.5882352941176471,15.529411764705882
313,27651,2026-09-24,2026-08-08,US,Android,1,6,1,4,133,1,8,3,0.125,0.5,16.625
314,27652,2026-09-24,2026-08-08,Rest,Android,3,2,2,2,181,1,7,3,0.42857142857142855,0.2857142857142857,25.857142857142858
315,27654,2026-09-24,2026-08-08,US,Android,2,4,6,5,168,1,12,3,0.16666666666666666,0.4166666666666667,14.0
316,27657,2026-09-24,2026-08-08,Rest,Android,28,2,2,13,394,0,32,3,0.875,0.40625,12.3125
317,27658,2026-09-24,2026-08-08,US,Android,11,1,0,5,153,1,12,2,0.9166666666666666,0.4166666666666667,12.75
318,27660,2026-09-24,2026-08-08,US,Android,0,2,0,0,9,0,2,1,0.0,0.0,4.5
319,27661,2026-09-24,2026-08-08,US,Web,6,5,8,7,217,1,19,3,0.3157894736842105,0.3684210526315789,11.421052631578947
320,27664,2026-09-24,2026-08-08,EU,Android,3,1,2,0,36,1,6,3,0.5,0.0,6.0
321,27665,2026-09-24,2026-08-08,Rest,Android,7,5,3,6,145,1,15,3,0.4666666666666667,0.4,9.666666666666666
322,27668,2026-09-24,2026-08-08,EU,Android,10,4,7,11,223,1,21,3,0.47619047619047616,0.5238095238095238,10.619047619047619
323,27670,2026-09-24,2026-08-08,India,Web,2,2,2,2,74,0,6,3,0.3333333333333333,0.3333333333333333,12.333333333333334
324,27672,2026-09-24,2026-08-09,India,Web,1,0,0,1,4,0,1,1,1.0,1.0,4.0
325,27673,2026-09-24,2026-08-09,Rest,Android,2,0,0,2,34,0,2,1,1.0,1.0,17.0
326,27674,2026-09-24,2026-08-09,India,iOS,3,2,2,3,41,1,7,3,0.42857142857142855,0.42857142857142855,5.857142857142857
327,27675,2026-09-24,2026-08-09,US,Web,3,0,1,2,27,0,4,2,0.75,0.5,6.75
328,27676,2026-09-24,2026-08-09,EU,Android,6,5,2,2,79,1,13,3,0.46153846153846156,0.15384615384615385,6.076923076923077
329,27677,2026-09-24,2026-08-09,India,iOS,4,1,2,1,14,1,7,3,0.5714285714285714,0.14285714285714285,2.0
330,27678,2026-09-24,2026-08-09,EU,Android,10,1,0,9,147,0,11,2,0.9090909090909091,0.8181818181818182,13.363636363636363
331,27679,2026-09-24,2026-08-09,India,iOS,1,0,4,0,56,0,5,2,0.2,0.0,11.2
332,27680,2026-09-24,2026-08-09,Rest,iOS,1,0,2,3,37,0,3,2,0.3333333333333333,1.0,12.333333333333334
333,27684,2026-09-24,2026-08-09,EU,iOS,37,2,3,25,447,0,42,3,0.8809523809523809,0.5952380952380952,10.642857142857142
334,27685,2026-09-24,2026-08-09,US,iOS,3,6,2,2,90,1,11,3,0.2727272727272727,0.18181818181818182,8.181818181818182
335,27686,2026-09-24,2026-08-09,US,Web,1,4,1,4,48,1,6,3,0.16666666666666666,0.6666666666666666,8.0
336,27688,2026-09-24,2026-08-09,Rest,Android,1,6,7,8,121,0,14,3,0.07142857142857142,0.5714285714285714,8.642857142857142
337,27690,2026-09-24,2026-08-09,US,Android,4,3,2,6,84,1,9,3,0.4444444444444444,0.6666666666666666,9.333333333333334
338,27691,2026-09-24,2026-08-09,US,Web,5,2,1,6,111,1,8,3,0.625,0.75,13.875
339,27694,2026-09-24,2026-08-09,India,Web,8,0,0,5,153,0,8,1,1.0,0.625,19.125
340,27695,2026-09-24,2026-08-09,US,iOS,4,8,5,1,181,1,17,3,0.23529411764705882,0.058823529411764705,10.647058823529411
341,27696,2026-09-24,2026-08-09,India,Web,2,2,1,3,129,1,5,3,0.4,0.6,25.8
342,27698,2026-09-24,2026-08-09,India,iOS,5,4,4,5,171,1,13,3,0.38461538461538464,0.38461538461538464,13.153846153846153
343,27702,2026-09-24,2026-08-09,India,Android,4,4,2,5,114,1,10,3,0.4,0.5,11.4
344,27705,2026-09-24,2026-08-09,Rest,Android,3,2,2,5,68,1,7,3,0.42857142857142855,0.7142857142857143,9.714285714285714
345,27706,2026-09-24,2026-08-09,US,Web,1,5,1,4,92,0,7,3,0.14285714285714285,0.5714285714285714,13.142857142857142
346,27707,2026-09-24,2026-08-09,US,iOS,9,0,0,3,110,0,9,1,1.0,0.3333333333333333,12.222222222222221
347,27710,2026-09-24,2026-08-09,US,iOS,3,2,2,2,65,1,7,3,0.42857142857142855,0.2857142857142857,9.285714285714286
348,27711,2026-09-24,2026-08-09,Rest,Web,32,2,2,6,331,0,36,3,0.8888888888888888,0.16666666666666666,9.194444444444445
349,27713,2026-09-24,2026-08-09,Rest,Android,0,0,3,1,17,0,3,1,0.0,0.3333333333333333,5.666666666666667
350,27715,2026-09-24,2026-08-09,US,Android,3,4,2,3,134,1,9,3,0.3333333333333333,0.3333333333333333,14.88888888888889
351,27717,2026-09-24,2026-08-09,Rest,iOS,1,2,1,0,75,0,4,3,0.25,0.0,18.75
352,27718,2026-09-24,2026-08-09,EU,Android,10,4,4,8,169,1,18,3,0.5555555555555556,0.4444444444444444,9.38888888888889
353,27719,2026-09-24,2026-08-09,US,iOS,0,2,3,4,27,1,5,2,0.0,0.8,5.4
354,27721,2026-09-24,2026-08-09,Rest,Android,15,2,1,5,179,1,18,3,0.8333333333333334,0.2777777777777778,9.944444444444445
355,27728,2026-09-24,2026-08-09,EU,Web,0,0,2,1,8,0,2,1,0.0,0.5,4.0
356,27730,2026-09-24,2026-08-09,Rest,Web,1,0,0,1,16,1,1,1,1.0,1.0,16.0
357,27731,2026-09-24,2026-08-09,Rest,Web,1,1,3,2,76,1,5,3,0.2,0.4,15.2
358,27732,2026-09-24,2026-08-09,Rest,Web,12,9,6,9,211,1,27,3,0.4444444444444444,0.3333333333333333,7.814814814814815
359,27733,2026-09-24,2026-08-09,US,Web,0,1,1,1,10,0,2,2,0.0,0.5,5.0
360,27735,2026-09-24,2026-08-09,India,iOS,17,0,3,11,176,0,20,2,0.85,0.55,8.8
361,27736,2026-09-24,2026-08-09,India,Android,2,2,3,3,40,0,7,3,0.2857142857142857,0.42857142857142855,5.714285714285714
362,27738,2026-09-24,2026-08-09,US,Android,1,0,1,1,16,1,2,2,0.5,0.5,8.0
363,27739,2026-09-24,2026-08-10,US,iOS,1,0,0,1,4,0,1,1,1.0,1.0,4.0
364,27740,2026-09-24,2026-08-10,US,Web,11,5,10,12,283,1,26,3,0.4230769230769231,0.46153846153846156,10.884615384615385
365,27742,2026-09-24,2026-08-10,Rest,Android,0,4,5,5,102,1,9,2,0.0,0.5555555555555556,11.333333333333334
366,27743,2026-09-24,2026-08-10,India,Web,4,1,2,5,107,1,7,3,0.5714285714285714,0.7142857142857143,15.285714285714286
367,27745,2026-09-24,2026-08-10,EU,Android,4,2,5,8,94,1,11,3,0.36363636363636365,0.7272727272727273,8.545454545454545
368,27754,2026-09-24,2026-08-10,US,iOS,2,2,4,7,85,1,8,3,0.25,0.875,10.625
369,27755,2026-09-24,2026-08-10,US,Web,12,1,0,3,107,0,13,2,0.9230769230769231,0.23076923076923078,8.23076923076923
370,27756,2026-09-24,2026-08-10,Rest,Web,5,4,3,3,63,0,12,3,0.4166666666666667,0.25,5.25
371,27757,2026-09-24,2026-08-10,US,iOS,8,5,3,4,138,1,16,3,0.5,0.25,8.625
372,27759,2026-09-24,2026-08-10,EU,Android,12,1,0,4,169,1,13,2,0.9230769230769231,0.3076923076923077,13.0
373,27763,2026-09-24,2026-08-10,India,Web,6,4,5,10,130,1,15,3,0.4,0.6666666666666666,8.666666666666666
374,27764,2026-09-24,2026-08-10,US,Web,14,0,2,6,195,0,16,2,0.875,0.375,12.1875
375,27767,2026-09-24,2026-08-10,EU,Android,0,0,0,0,0,1,0,0,0.0,0.0,0.0
376,27768,2026-09-24,2026-08-10,US,Android,1,4,4,4,63,1,9,3,0.1111111111111111,0.4444444444444444,7.0
377,27769,2026-09-24,2026-08-10,US,Android,0,0,0,0,0,0,0,0,0.0,0.0,0.0
378,27770,2026-09-24,2026-08-10,EU,iOS,6,1,2,3,63,1,9,3,0.6666666666666666,0.3333333333333333,7.0
379,27772,2026-09-24,2026-08-10,India,Web,4,4,2,5,176,1,10,3,0.4,0.5,17.6
380,27773,2026-09-24,2026-08-10,India,iOS,0,3,1,2,26,1,4,2,0.0,0.5,6.5
381,27775,2026-09-24,2026-08-10,EU,Web,7,7,2,1,174,1,16,3,0.4375,0.0625,10.875
382,27777,2026-09-24,2026-08-10,EU,Android,0,1,1,1,16,0,2,2,0.0,0.5,8.0
383,27782,2026-09-24,2026-08-10,US,Web,5,5,2,2,178,1,12,3,0.4166666666666667,0.16666666666666666,14.833333333333334
384,27783,2026-09-24,2026-08-10,US,Android,4,2,4,7,110,1,10,3,0.4,0.7,11.0
385,27785,2026-09-24,2026-08-10,EU,Android,3,6,2,6,88,1,11,3,0.2727272727272727,0.5454545454545454,8.0
386,27786,2026-09-24,2026-08-10,EU,Android,5,4,2,2,143,1,11,3,0.45454545454545453,0.18181818181818182,13.0
387,27789,2026-09-24,2026-08-10,India,Web,1,0,1,1,13,0,2,2,0.5,0.5,6.5
388,27790,2026-09-24,2026-08-10,US,Android,1,2,1,2,73,0,4,3,0.25,0.5,18.25
389,27791,2026-09-24,2026-08-10,US,iOS,0,0,1,0,12,0,1,1,0.0,0.0,12.0
390,27793,2026-09-24,2026-08-10,US,iOS,5,2,0,4,51,0,7,2,0.7142857142857143,0.5714285714285714,7.285714285714286
391,27796,2026-09-24,2026-08-10,US,iOS,1,1,1,0,15,0,3,3,0.3333333333333333,0.0,5.0
392,27797,2026-09-24,2026-08-10,US,Web,2,2,2,2,67,0,6,3,0.3333333333333333,0.3333333333333333,11.166666666666666
393,27798,2026-09-24,2026-08-10,US,iOS,2,0,1,2,8,0,3,2,0.6666666666666666,0.6666666666666666,2.6666666666666665
394,27801,2026-09-24,2026-08-10,US,Web,1,3,2,1,49,0,6,3,0.16666666666666666,0.16666666666666666,8.166666666666666
395,27804,2026-09-24,2026-08-10,Rest,iOS,2,2,3,4,57,1,7,3,0.2857142857142857,0.5714285714285714,8.142857142857142
396,27809,2026-09-24,2026-08-10,Rest,Web,3,7,5,2,152,0,15,3,0.2,0.13333333333333333,10.133333333333333
397,27815,2026-09-24,2026-08-10,Rest,Web,0,1,1,1,22,0,2,2,0.0,0.5,11.0
398,27816,2026-09-24,2026-08-10,EU,Web,15,1,1,11,213,1,17,3,0.8823529411764706,0.6470588235294118,12.529411764705882
399,27817,2026-09-24,2026-08-10,US,Android,22,1,1,8,320,0,24,3,0.9166666666666666,0.3333333333333333,13.333333333333334
400,27819,2026-09-24,2026-08-10,US,Android,4,2,0,3,43,1,6,2,0.6666666666666666,0.5,7.166666666666667
401,27820,2026-09-24,2026-08-10,US,Web,2,2,1,4,29,0,5,3,0.4,0.8,5.8
402,27821,2026-09-24,2026-08-10,US,iOS,4,6,11,6,268,1,21,3,0.19047619047619047,0.2857142857142857,12.761904761904763
403,27822,2026-09-24,2026-08-11,India,Web,7,13,6,2,217,1,26,3,0.2692307692307692,0.07692307692307693,8.346153846153847
404,27825,2026-09-24,2026-08-11,India,iOS,12,2,1,13,105,0,15,3,0.8,0.8666666666666667,7.0
405,27829,2026-09-24,2026-08-11,US,iOS,2,1,1,0,13,0,4,3,0.5,0.0,3.25
406,27830,2026-09-24,2026-08-11,US,iOS,6,0,0,2,78,0,6,1,1.0,0.3333333333333333,13.0
407,27831,2026-09-24,2026-08-11,India,iOS,0,0,1,0,34,0,1,1,0.0,0.0,34.0
408,27833,2026-09-24,2026-08-11,India,Android,5,2,4,5,81,1,11,3,0.45454545454545453,0.45454545454545453,7.363636363636363
409,27834,2026-09-24,2026-08-11,India,iOS,17,0,1,7,275,0,18,2,0.9444444444444444,0.3888888888888889,15.277777777777779
410,27835,2026-09-24,2026-08-11,India,Android,8,7,5,10,154,1,20,3,0.4,0.5,7.7
411,27836,2026-09-24,2026-08-11,US,Web,0,0,1,0,4,0,1,1,0.0,0.0,4.0
412,27837,2026-09-24,2026-08-11,EU,Android,9,1,1,9,113,1,11,3,0.8181818181818182,0.8181818181818182,10.272727272727273
413,27838,2026-09-24,2026-08-11,Rest,Android,2,2,1,2,44,0,5,3,0.4,0.4,8.8
414,27839,2026-09-24,2026-08-11,Rest,Android,2,1,2,2,55,1,5,3,0.4,0.4,11.0
415,27840,2026-09-24,2026-08-11,India,Android,1,2,0,0,13,0,3,2,0.3333333333333333,0.0,4.333333333333333
416,27841,2026-09-24,2026-08-11,EU,iOS,0,1,0,0,6,0,1,1,0.0,0.0,6.0
417,27845,2026-09-24,2026-08-11,Rest,Web,3,6,3,1,154,1,12,3,0.25,0.08333333333333333,12.833333333333334
418,27846,2026-09-24,2026-08-11,Rest,Web,6,1,1,1,108,1,8,3,0.75,0.125,13.5
419,27849,2026-09-24,2026-08-11,US,Android,1,1,1,1,8,0,3,3,0.3333333333333333,0.3333333333333333,2.6666666666666665
420,27850,2026-09-24,2026-08-11,India,Web,7,4,5,0,248,0,16,3,0.4375,0.0,15.5
421,27854,2026-09-24,2026-08-11,US,Web,0,0,0,0,0,0,0,0,0.0,0.0,0.0
422,27855,2026-09-24,2026-08-11,US,Web,2,0,0,1,14,0,2,1,1.0,0.5,7.0
423,27858,2026-09-24,2026-08-11,US,Web,2,9,9,7,113,1,20,3,0.1,0.35,5.65
424,27859,2026-09-24,2026-08-11,India,Web,4,3,2,5,110,1,9,3,0.4444444444444444,0.5555555555555556,12.222222222222221
425,27862,2026-09-24,2026-08-11,US,Android,8,1,1,5,103,0,10,3,0.8,0.5,10.3
426,27865,2026-09-24,2026-08-11,US,Web,0,2,3,2,51,0,5,2,0.0,0.4,10.2
427,27866,2026-09-24,2026-08-11,Rest,Android,6,10,2,7,172,1,18,3,0.3333333333333333,0.3888888888888889,9.555555555555555
428,27868,2026-09-24,2026-08-11,EU,Web,8,1,2,6,123,1,11,3,0.7272727272727273,0.5454545454545454,11.181818181818182
429,27871,2026-09-24,2026-08-11,US,Web,5,1,1,1,51,0,7,3,0.7142857142857143,0.14285714285714285,7.285714285714286
430,27873,2026-09-24,2026-08-11,Rest,iOS,4,0,0,1,38,1,4,1,1.0,0.25,9.5
431,27876,2026-09-24,2026-08-11,EU,iOS,5,5,9,8,210,1,19,3,0.2631578947368421,0.42105263157894735,11.052631578947368
432,27878,2026-09-24,2026-08-11,India,Android,3,1,5,0,98,0,9,3,0.3333333333333333,0.0,10.88888888888889
433,27885,2026-09-24,2026-08-11,EU,Web,6,3,4,3,164,1,13,3,0.46153846153846156,0.23076923076923078,12.615384615384615
434,27887,2026-09-24,2026-08-11,US,iOS,6,4,5,11,117,1,15,3,0.4,0.7333333333333333,7.8
435,27888,2026-09-24,2026-08-11,US,Web,3,7,3,1,102,1,13,3,0.23076923076923078,0.07692307692307693,7.846153846153846
436,27889,2026-09-24,2026-08-11,EU,Android,2,4,7,6,135,1,13,3,0.15384615384615385,0.46153846153846156,10.384615384615385
437,27891,2026-09-24,2026-08-11,US,Web,12,3,1,1,200,1,16,3,0.75,0.0625,12.5
438,27892,2026-09-24,2026-08-11,Rest,iOS,4,1,0,0,44,0,5,2,0.8,0.0,8.8
439,27893,2026-09-24,2026-08-11,India,Android,1,1,6,5,127,0,8,3,0.125,0.625,15.875
440,27895,2026-09-24,2026-08-11,India,Web,8,11,9,6,323,0,28,3,0.2857142857142857,0.21428571428571427,11.535714285714286
441,27896,2026-09-24,2026-08-11,Rest,iOS,5,2,3,4,95,1,10,3,0.5,0.4,9.5
442,27898,2026-09-24,2026-08-11,US,Web,1,1,3,2,43,0,5,3,0.2,0.4,8.6
443,27899,2026-09-24,2026-08-11,US,iOS,2,1,1,1,26,0,4,3,0.5,0.25,6.5
444,27900,2026-09-24,2026-08-12,India,iOS,5,4,0,3,77,1,9,2,0.5555555555555556,0.3333333333333333,8.555555555555555
445,27903,2026-09-24,2026-08-12,US,Web,7,1,7,2,156,1,15,3,0.4666666666666667,0.13333333333333333,10.4
446,27904,2026-09-24,2026-08-12,India,Web,5,0,2,6,21,0,7,2,0.7142857142857143,0.8571428571428571,3.0
447,27905,2026-09-24,2026-08-12,India,iOS,1,2,2,2,82,1,5,3,0.2,0.4,16.4
448,27906,2026-09-24,2026-08-12,EU,Web,6,3,6,5,184,1,15,3,0.4,0.3333333333333333,12.266666666666667
449,27908,2026-09-24,2026-08-12,EU,Web,5,0,0,1,21,1,5,1,1.0,0.2,4.2
450,27911,2026-09-24,2026-08-12,India,Android,2,0,0,1,10,0,2,1,1.0,0.5,5.0
451,27915,2026-09-24,2026-08-12,Rest,iOS,1,0,1,1,17,0,2,2,0.5,0.5,8.5
452,27916,2026-09-24,2026-08-12,US,Web,2,2,2,2,63,1,6,3,0.3333333333333333,0.3333333333333333,10.5
453,27919,2026-09-24,2026-08-12,Rest,Android,2,3,2,1,83,0,7,3,0.2857142857142857,0.14285714285714285,11.857142857142858
454,27922,2026-09-24,2026-08-12,US,Android,5,9,6,7,221,1,20,3,0.25,0.35,11.05
455,27924,2026-09-24,2026-08-12,US,iOS,2,1,1,3,46,0,4,3,0.5,0.75,11.5
456,27926,2026-09-24,2026-08-12,US,iOS,0,1,2,3,34,0,3,2,0.0,1.0,11.333333333333334
457,27927,2026-09-24,2026-08-12,Rest,Web,2,1,0,0,53,0,3,2,0.6666666666666666,0.0,17.666666666666668
458,27928,2026-09-24,2026-08-12,India,Web,3,0,1,2,60,0,4,2,0.75,0.5,15.0
459,27933,2026-09-24,2026-08-12,India,Web,3,10,5,3,162,1,18,3,0.16666666666666666,0.16666666666666666,9.0
460,27934,2026-09-24,2026-08-12,EU,iOS,2,3,3,2,64,1,8,3,0.25,0.25,8.0
461,27935,2026-09-24,2026-08-12,EU,iOS,4,4,2,5,145,1,10,3,0.4,0.5,14.5
462,27936,2026-09-24,2026-08-12,US,Web,3,2,2,3,141,1,7,3,0.42857142857142855,0.42857142857142855,20.142857142857142
